Study_ID,Location_ID,Study_Specific_Location_ID,Field_Collection_Type,Field_Collector,Field_Collection_Start_Date,Field_Collection_Start_Time,Field_Collection_End_Date,Field_Collection_End_Time,Field_Collection_Comment,Field_Collection_Area,Field_Collection_Area_Units,Field_Collection_Reference_Point,Field_Collection_Upper_Depth,Field_Collection_Lower_Depth,Field_Collection_Depth_Units,Well_Water_Level_Measuring_Point_or_TOC_ID,Sample_ID,Sample_Field_Replicate_ID,Sample_Replicate_Flag,Sample_Sub_ID,Sample_Composite_Flag,Storm_Event_Qualifier,Sample_Matrix,Sample_Source,Sample_Use,Sample_Collection_Method,Sample_Preparation_Method,Sample_Method_Other,Sample_Taxon_Name,Sample_Taxon_TSN,Sample_Tissue_Type,Sample_Percent_Sorted,Result_Parameter_Name,Result_Parameter_CAS_Number,Lab_Analysis_Date,Lab_Analysis_Date_Accuracy,Lab_Analysis_Time,Result_Value,Result_Value_Units,Result_Reporting_Limit,Result_Reporting_Limit_Type,Result_Detection_Limit,Result_Detection_Limit_Type,Result_Data_Qualifier,Fraction_Analyzed,Field_Filtered_Flag,Result_Basis,Digestion_Method,Water_Level_Accuracy,Result_Method,Result_Comment,Result_Additional_Comment,Result_Lab_Replicate_ID,Result_Lab_Name,Result_Validation_Level,Result_Taxon_Name,Result_Taxon_TSN,Result_Taxon_Unidentified_Species,Result_Taxon_Life_Stage,QC_Blank_Type,QC_Blank_Censor_Factor,Lab_Batch_ID,Lab_GC_Column_ID,Column1
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Polypedilum,129657,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Micropsectra,129890,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Stempellinella,129969,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae,128457,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae,128457,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,8,Count,,,,,,,,,,,ID-COUNT-LEVEL2,Orthocladiinae Genus 5 (Coffman and Ferrington),VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae,128457,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,21,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Brillia,128477,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Brillia,128477,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,5,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Corynoneura,128563,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Eukiefferiella,128689,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Eukiefferiella,128689,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,5,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Heleniella,128730,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Krenosmittia,128771,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Parametriocnemus,128978,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Psilometriocnemus,129083,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Thienemanniella,129182,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,4,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Tvetenia,129197,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,11,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Tvetenia Bavarica Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Odontomesa,128446,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,8,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Simulium,126774,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Simulium,126774,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,8,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Pericomaini,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Ptychoptera,125786,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Rhabdomastix Fascigera Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Hexatoma,120094,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,15,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Dicranota,121027,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Tipula,119037,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Eloeophila,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,4,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Capniidae,102643,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Leuctridae,102840,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,11,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Zapada cinctipes,102594,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Zapada Oregonensis Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,17,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Sweltsa,103273,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Hesperoperla pacifica,102972,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,8,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Kogotus/Rickera,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Pteronarcyidae,102470,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,19,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Glossosoma,117159,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Hydropsychidae,115398,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,10,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Parapsyche almota,115563,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,20,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Hydropsyche,115453,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila,115097,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila,115097,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila atrata complex,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,5,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila Betteni Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila Brunnea/Vemna Groups,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Leptophlebiidae,101095,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,118,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Baetis tricaudatus complex,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,81,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Cinygmula,100557,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Ironodes,100666,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,7,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Pisidium,81400,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Truncatelloidea,0,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/24/2024,,,,,8,ft2,,,,,,VashChris_24,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,43.33,Number of Individual Organisms,,45657,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_24,,"Rhithron Associates Inc, Missoula MT",,Nemata,59490,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,8/30/2023,,,,,8,ft2,,,,,,VashChris_23,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,100,Number of Individual Organisms,,45291,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_23,,"Rhithron Associates Inc, Missoula MT",,Fridericia,204785,,,,,,,
